"feature","num_methods_outof4_feature_important_AD","num_methods_outof4_feature_important_PD","num_methods_outof4_feature_important_Dementia","num_methods_outof12_finding_feature_important","PheCode","Phenotype"
"Stiffness.of.joint",0,0,0,0,741.2,"Stiffness of joint"
"Stomatitis.and.mucositis",0,0,0,0,528.1,"Stomatitis and mucositis"
"Stomatitis.and.mucositis..ulcerative.",0,0,0,0,528.11,"Stomatitis and mucositis (ulcerative)"
"Strabismus..not.specified.as.paralytic.",0,0,0,0,378.1,"Strabismus (not specified as paralytic)"
"Strabismus.and.other.disorders.of.binocular.eye.movements",1,0,0,1,378,"Strabismus and other disorders of binocular eye movements"
"Streptococcus.infection",1,3,3,7,41.2,"Streptococcus infection"
"Stress.fracture",0,0,0,0,743.4,"Stress fracture"
"stress.incontinence..female",3,0,2,5,624.9,"stress incontinence, female"
"Stricture.and.stenosis.of.esophagus",3,1,2,6,530.3,"Stricture and stenosis of esophagus"
"Stricture.obstruction.of.ureter",2,0,3,5,586.4,"Stricture/obstruction of ureter"
"Stricture.of.artery",2,1,1,4,447.1,"Stricture of artery"
"Subarachnoid.hemorrhage",0,1,0,1,430.1,"Subarachnoid hemorrhage"
"Subarachnoid.hemorrhage..injury.",0,0,1,1,818.2,"Subarachnoid hemorrhage (injury)"
"Subdural.hemorrhage",0,1,1,2,430.3,"Subdural hemorrhage"
"Subdural.hemorrhage..injury.",0,0,1,1,818.1,"Subdural hemorrhage (injury)"
"Subjective.visual.disturbances",4,3,4,11,368.9,"Subjective visual disturbances"
"Substance.addiction.and.disorders",3,1,4,8,316,"Substance addiction and disorders"
"Suicidal.ideation",0,0,1,1,297.1,"Suicidal ideation"
"Suicidal.ideation.or.attempt",0,0,1,1,297,"Suicidal ideation or attempt"
"Superficial.cellulitis.and.abscess",2,1,4,7,681,"Superficial cellulitis and abscess"
"Superficial.injury..infected",0,0,0,0,910,"Superficial injury, infected"
"Superficial.injury.without.mention.of.infection",2,1,4,7,915,"Superficial injury without mention of infection"
"Superficial.keratitis",0,0,0,0,370.2,"Superficial keratitis"
"Suppurative.and.unspecified.otitis.media",0,0,0,0,381.11,"Suppurative and unspecified otitis media"
"Supraventricular.premature.beats",4,4,4,12,427.61,"Supraventricular premature beats"
"Swelling..mass..or.lump.in.head.and.neck..Space.occupying.lesion..intracranial.NOS.",3,3,2,8,293.1,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]"
"Swelling.of.limb",4,4,3,11,771.1,"Swelling of limb"
"Symbolic.dysfunction",0,0,0,0,292.12,"Symbolic dysfunction"
"Symptomatic.artificial.menopause",0,0,0,0,627.21,"Symptomatic artificial menopause"
"Symptomatic.menopause",2,1,2,5,627.2,"Symptomatic menopause"
"Symptoms.affecting.skin",0,3,1,4,687,"Symptoms affecting skin"
"Symptoms.and.disorders.of.the.joints",3,1,1,5,741,"Symptoms and disorders of the joints"
"Symptoms.concerning.nutrition..metabolism..and.development",4,4,4,12,1002,"Symptoms concerning nutrition, metabolism, and development"
"Symptoms.involving.cardiovascular.system",3,1,4,8,429.3,"Symptoms involving cardiovascular system"
"Symptoms.involving.digestive.system",3,3,2,8,561,"Symptoms involving digestive system"
"Symptoms.involving.female.genital.tract",0,0,0,0,624,"Symptoms involving female genital tract"
"Symptoms.involving.head.and.neck",0,0,1,1,293,"Symptoms involving head and neck"
"Symptoms.involving.nervous.and.musculoskeletal.systems",3,4,4,11,781,"Symptoms involving nervous and musculoskeletal systems"
"Symptoms.involving.respiratory.system.and.other.chest.symptoms",4,3,4,11,519.9,"Symptoms involving respiratory system and other chest symptoms"
"Symptoms.involving.skin.and.other.integumentary.tissue",0,0,0,0,782,"Symptoms involving skin and other integumentary tissue"
"Symptoms.of.the.muscles",0,0,0,0,772,"Symptoms of the muscles"
"Syncope.and.collapse",3,4,4,11,788,"Syncope and collapse"
"Synoviopathy",0,0,0,0,726.2,"Synoviopathy"
"Synovitis.and.tenosynovitis",1,3,1,5,727.1,"Synovitis and tenosynovitis"
"Systemic.inflammatory.response.syndrome..SIRS.",0,1,1,2,994.1,"Systemic inflammatory response syndrome (SIRS)"
"Systemic.lupus.erythematosus",2,1,0,3,695.42,"Systemic lupus erythematosus"
"Systemic.sclerosis",0,0,0,0,709.3,"Systemic sclerosis"
"Tachycardia.NOS",4,4,3,11,427.7,"Tachycardia NOS"
"Takayasu.s.disease",0,0,0,0,446.7,"Takayasu's disease"
"Telogen.effluvium",0,0,0,0,704.12,"Telogen effluvium"
"Temporomandibular.joint.disorder..unspecified",0,0,0,0,526.41,"Temporomandibular joint disorder, unspecified"
"Temporomandibular.joint.disorders",0,0,0,0,526.4,"Temporomandibular joint disorders"
"Tension.headache",1,0,1,2,306.9,"Tension headache"
"Testicular.dysfunction",0,0,0,0,257,"Testicular dysfunction"
"Testicular.hypofunction",0,0,1,1,257.1,"Testicular hypofunction"
"Thoracic.or.lumbosacral.neuritis.or.radiculitis..unspecified",4,3,0,7,763,"Thoracic or lumbosacral neuritis or radiculitis, unspecified"
"Threatened.premature.labor",0,0,0,0,636.1,"Threatened premature labor"
"Throat.pain",0,3,0,3,478,"Throat pain"
"Thromboangiitis.obliterans",0,0,0,0,446.1,"Thromboangiitis obliterans"
"Thrombocytopenia",2,4,4,10,287.3,"Thrombocytopenia"
"Thrombotic.microangiopathy",0,0,0,0,446.8,"Thrombotic microangiopathy"
"Thyroid.cancer",0,0,0,0,193,"Thyroid cancer"
"Thyroid.cyst",0,0,0,0,246.2,"Thyroid cyst"
"Thyroiditis",0,0,0,0,245,"Thyroiditis"
"Thyroiditis..acute.and.subacute",0,0,0,0,245.1,"Thyroiditis, acute and subacute"
"Thyrotoxic.exophthalmos",0,0,0,0,242.31,"Thyrotoxic exophthalmos"
"Thyrotoxicosis.with.or.without.goiter",0,2,3,5,242,"Thyrotoxicosis with or without goiter"
"Tics.and.choreas",4,4,2,10,333.3,"Tics and choreas"
"Tics.and.stuttering",1,0,0,1,313.2,"Tics and stuttering"
"Tinnitus",0,0,0,0,389.4,"Tinnitus"
"Tobacco.use.disorder",3,4,4,11,318,"Tobacco use disorder"
"Torsion.dystonia",3,4,1,8,333.4,"Torsion dystonia"
"Torticollis",2,2,0,4,723.1,"Torticollis"
"Torus.fracture",0,0,0,0,823,"Torus fracture"
"Toxic.effect.of..non.ethyl..alcohol.and.petroleum.and.other.solvents",0,0,0,0,981,"Toxic effect of (non-ethyl) alcohol and petroleum and other solvents"
"Toxic.effect.of.carbon.monoxide",0,0,0,0,986,"Toxic effect of carbon monoxide"
"Toxic.effect.of.corrosive.aromatics..acids..and.caustic.alkalis",0,0,0,0,983,"Toxic effect of corrosive aromatics, acids, and caustic alkalis"
"Toxic.effect.of.lead.and.its.compounds..including.fumes.",0,0,0,0,984,"Toxic effect of lead and its compounds (including fumes)"
"Toxic.effect.of.noxious.substances.eaten.as.food",0,0,0,0,988,"Toxic effect of noxious substances eaten as food"
"Toxic.effect.of.other.gases..fumes..or.vapors",0,0,0,0,987,"Toxic effect of other gases, fumes, or vapors"
"Toxic.effect.of.other.metals",0,0,0,0,985,"Toxic effect of other metals"
"Toxic.effect.of.other.substances..chiefly.nonmedicinal.as.to.source",0,0,0,0,989,"Toxic effect of other substances, chiefly nonmedicinal as to source"
"Toxic.effect.of.venom",0,0,0,0,913,"Toxic effect of venom"
"Toxic.erythema",0,0,0,0,695.1,"Toxic erythema"
"Toxic.gastroenteritis.and.colitis",4,0,3,7,569.1,"Toxic gastroenteritis and colitis"
"Toxic.maculopathy.of.retina",0,0,0,0,362.5,"Toxic maculopathy of retina"
"Toxic.multinodular.goiter",0,0,0,0,242.2,"Toxic multinodular goiter"
"Tracheostomy.complications",0,0,1,1,519.1,"Tracheostomy complications"
"Transient.alteration.of.awareness",0,0,1,1,292.5,"Transient alteration of awareness"
"Transient.cerebral.ischemia",4,4,1,9,433.31,"Transient cerebral ischemia"
"Transient.mental.disorders.due.to.conditions.classified.elsewhere",0,0,0,0,291.1,"Transient mental disorders due to conditions classified elsewhere"
"Traumatic.amputation",0,0,1,1,872,"Traumatic amputation"
"Traumatic.and.surgical.subcutaneous.emphysema",0,0,0,0,958.2,"Traumatic and surgical subcutaneous emphysema"
"Traumatic.arthropathy",1,0,1,2,836,"Traumatic arthropathy"
"Traumatic.cataract",0,0,0,0,366.3,"Traumatic cataract"
"Trigeminal.nerve.disorders..CN5.",2,2,0,4,352.1,"Trigeminal nerve disorders [CN5]"
"Tuberculosis",2,0,0,2,10,"Tuberculosis"
"Tympanosclerosis.and.middle.ear.disease.related.to.otitis.media",0,0,0,0,385.5,"Tympanosclerosis and middle ear disease related to otitis media"
"Type.1.diabetes",3,4,2,9,250.1,"Type 1 diabetes"
"Type.1.diabetes.with.ketoacidosis",0,0,0,0,250.11,"Type 1 diabetes with ketoacidosis"
"Type.1.diabetes.with.neurological.manifestations",0,0,0,0,250.14,"Type 1 diabetes with neurological manifestations"
"Type.1.diabetes.with.ophthalmic.manifestations",0,0,0,0,250.13,"Type 1 diabetes with ophthalmic manifestations"
"Type.1.diabetes.with.renal.manifestations",0,0,0,0,250.12,"Type 1 diabetes with renal manifestations"
"Type.2.diabetes",4,4,2,10,250.2,"Type 2 diabetes"
"Type.2.diabetes.with.ketoacidosis",0,0,1,1,250.21,"Type 2 diabetes with ketoacidosis"
"Type.2.diabetes.with.neurological.manifestations",4,2,2,8,250.24,"Type 2 diabetes with neurological manifestations"
"Type.2.diabetes.with.ophthalmic.manifestations",0,2,2,4,250.23,"Type 2 diabetes with ophthalmic manifestations"
"Type.2.diabetes.with.renal.manifestations",2,2,2,6,250.22,"Type 2 diabetes with renal manifestations"
"Ulcer.of.esophagus",0,0,1,1,530.12,"Ulcer of esophagus"
"Ulceration.of.intestine",0,0,0,0,556.1,"Ulceration of intestine"
"Ulceration.of.the.lower.GI.tract",0,0,0,0,556,"Ulceration of the lower GI tract"
"Ulcerative.colitis",2,0,0,2,555.2,"Ulcerative colitis"
"Ulcerative.colitis..chronic.",0,0,0,0,555.21,"Ulcerative colitis (chronic)"
"Umbilical.cord.complications.during.labor.and.delivery",0,0,0,0,663,"Umbilical cord complications during labor and delivery"
"Umbilical.hernia",3,1,1,5,550.4,"Umbilical hernia"
"Unequal.leg.length..acquired.",0,0,0,0,736.6,"Unequal leg length (acquired)"
"Unspecified.diffuse.connective.tissue.disease",0,0,0,0,709.7,"Unspecified diffuse connective tissue disease"
"Unspecified.disorder.of.lipoid.metabolism",2,0,0,2,272.9,"Unspecified disorder of lipoid metabolism"
"Unspecified.erythematous.condition",1,3,3,7,695.9,"Unspecified erythematous condition"
"Unspecified.monoarthritis",2,3,3,8,716.2,"Unspecified monoarthritis"
"Unspecified.osteomyelitis",2,4,1,7,710.19,"Unspecified osteomyelitis"
"Unspecified.polyarthropathy.or.polyarthritis",0,0,0,0,716.1,"Unspecified polyarthropathy or polyarthritis"
"Unstable.angina..intermediate.coronary.syndrome.",2,1,4,7,411.1,"Unstable angina (intermediate coronary syndrome)"
"Upper.gastrointestinal.congenital.anomalies",0,0,0,0,750.1,"Upper gastrointestinal congenital anomalies"
"Urethral.discharge",0,0,0,0,599.7,"Urethral discharge"
"Urethral.hypermobility.ISD",2,1,2,5,597.8,"Urethral hypermobility/ISD"
"Urethral.stricture..not.specified.as.infectious.",0,0,0,0,597.1,"Urethral stricture (not specified as infectious)"
"Urethral.stricture.due.to.infecton",2,1,0,3,592.3,"Urethral stricture due to infecton"
"Urethral.syndrome",0,0,0,0,592.21,"Urethral syndrome"
"Urethritis.and.urethral.syndrome",0,0,0,0,592.2,"Urethritis and urethral syndrome"
"Urinary.calculus",0,0,0,0,594,"Urinary calculus"
"Urinary.complications.NEC",1,0,2,3,597.2,"Urinary complications NEC"
"Urinary.incontinence",4,4,4,12,599.4,"Urinary incontinence"
"Urinary.obstruction",1,1,1,3,599.1,"Urinary obstruction"
"Urinary.tract.infection",3,4,4,11,591,"Urinary tract infection"
"Urticaria",0,1,0,1,947,"Urticaria"
"Uterine.leiomyoma",0,1,0,1,218.1,"Uterine leiomyoma"
"Uterine.Uterovaginal.prolapse",2,1,0,3,618.2,"Uterine/Uterovaginal prolapse"
"Uveitis..noninfectious.or.NOS",0,1,0,1,371.1,"Uveitis, noninfectious or NOS"
"Vaginal.enterocele..congenital.or.acquired",0,0,0,0,618.6,"Vaginal enterocele, congenital or acquired"
"Vaginitis.and.vulvovaginitis",0,1,0,1,614.52,"Vaginitis and vulvovaginitis"
"Valvular.heart.disease..heart.chambers",0,0,0,0,747.12,"Valvular heart disease/ heart chambers"
"Varicella.infection",0,0,0,0,79.1,"Varicella infection"
"Varicose.veins",0,0,0,0,454,"Varicose veins"
"Varicose.veins.of.lower.extremity",2,0,0,2,454.1,"Varicose veins of lower extremity"
"Varicose.veins.of.lower.extremity..symptomtic",0,0,2,2,454.11,"Varicose veins of lower extremity, symptomtic"
"Vascular.complications.of.surgery.and.medical.procedures",1,0,2,3,856,"Vascular complications of surgery and medical procedures"
"Vascular.dementia",4,4,4,12,290.16,"Vascular dementia"
"Vascular.disorders.of.kidney.hypertrophy",0,0,0,0,586.3,"Vascular disorders of kidney/hypertrophy"
"Vascular.disorders.of.penis",0,0,0,0,604.2,"Vascular disorders of penis"
"Vascular.disorders.of.skin",0,0,0,0,694.3,"Vascular disorders of skin"
"Vascular.hamartomas.and.non.neoplastic.nevi",0,0,0,0,217,"Vascular hamartomas and non-neoplastic nevi"
"Vascular.insufficiency.of.intestine",0,1,0,1,441,"Vascular insufficiency of intestine"
"Venereal.diseases.due.to.Chlamydia.trachomatis",0,0,0,0,90.3,"Venereal diseases due to Chlamydia trachomatis"
"Venous.cerebrovascular.complications.embolism.in.pregnancy.and.the.puerperium",0,0,0,0,671,"Venous/cerebrovascular complications embolism in pregnancy and the puerperium"
"Ventral.hernia",4,3,3,10,550.5,"Ventral hernia"
"Ventricular.fibrillation.and.flutter",0,0,1,1,427.41,"Ventricular fibrillation and flutter"
"Vertiginous.syndromes.and.other.disorders.of.vestibular.system",0,0,0,0,386,"Vertiginous syndromes and other disorders of vestibular system"
"Vesicoureteral.reflux",0,0,1,1,586.12,"Vesicoureteral reflux"
"Villonodular.synovitis",0,0,0,0,741.6,"Villonodular synovitis"
"Viral.Enteritis",1,1,1,3,8.6,"Viral Enteritis"
"Viral.hepatitis",0,0,0,0,70,"Viral hepatitis"
"Viral.hepatitis.A",0,0,0,0,70.1,"Viral hepatitis A"
"Viral.hepatitis.B",1,0,0,1,70.2,"Viral hepatitis B"
"Viral.hepatitis.C",4,2,1,7,70.3,"Viral hepatitis C"
"Viral.infection",2,2,2,6,79,"Viral infection"
"Viral.pneumonia",0,1,1,2,480.2,"Viral pneumonia"
"Viral.warts...HPV",0,0,0,0,78,"Viral warts & HPV"
"Viremia..NOS",0,0,0,0,79.9,"Viremia, NOS"
"Visual.disturbances",3,1,3,7,368,"Visual disturbances"
"Visual.field.defects",1,0,2,3,368.4,"Visual field defects"
"Vitamin.A.deficiency",0,0,0,0,261.1,"Vitamin A deficiency"
"Vitamin.B.complex.deficiencies",4,4,4,12,261.2,"Vitamin B-complex deficiencies"
"Vitamin.C.deficiencies",0,0,0,0,261.3,"Vitamin C deficiencies"
"Vitamin.D.deficiency",1,3,1,5,261.4,"Vitamin D deficiency"
"Vitamin.deficiency",0,0,0,0,261,"Vitamin deficiency"
"Vitiligo",0,0,0,0,694.1,"Vitiligo"
"Voice.disturbance",4,4,4,12,473.4,"Voice disturbance"
"Von.willebrand.s.disease",0,0,0,0,286.11,"Von willebrand's disease"
"Wegener.s.granulomatosis",0,0,0,0,446.4,"Wegener's granulomatosis"
"Wheezing",3,3,4,10,512.1,"Wheezing"
"X",4,4,4,12,NA,NA
