feature,num_methods_outof3_feature_important_AD,num_methods_outof3_feature_important_PD,num_methods_outof3_feature_important_Dementia,num_methods_outof9_finding_feature_important,PheCode,Phenotype
Antineoplastic.and.immunosuppressive.drugs.causing.adverse.effects,0,0,0,0,963.1,Antineoplastic and immunosuppressive drugs causing adverse effects
Poisoning.by.agents.primarily.affecting.blood.constituents,0,0,0,0,964,Poisoning by agents primarily affecting blood constituents
Anticoagulants.causing.adverse.effects,0,0,0,0,964.1,Anticoagulants causing adverse effects
Poisoning.by.analgesics..antipyretics..and.antirheumatics,0,0,1,1,965,"Poisoning by analgesics, antipyretics, and antirheumatics"
Opiates.and.related.narcotics.causing.adverse.effects.in.therapeutic.use,0,0,0,0,965.1,Opiates and related narcotics causing adverse effects in therapeutic use
Antirheumatics.causing.adverse.effects.in.therapeutic.use,0,0,0,0,965.2,Antirheumatics causing adverse effects in therapeutic use
Salicylates.causing.adverse.effects.in.therapeutic.use,0,0,0,0,965.3,Salicylates causing adverse effects in therapeutic use
Poisoning.by.anticonvulsants.and.anti.Parkinsonism.drugs,0,0,1,1,966,Poisoning by anticonvulsants and anti-Parkinsonism drugs
Adverse.effects.of.sedatives.or.other.central.nervous.system.depressants.and.anesthetics,0,0,0,0,967,Adverse effects of sedatives or other central nervous system depressants and anesthetics
Poisoning.by.psychotropic.agents,0,2,3,5,969,Poisoning by psychotropic agents
Poisoning.by.drugs.primarily.affecting.the.autonomic.nervous.system,0,0,0,0,971,Poisoning by drugs primarily affecting the autonomic nervous system
Poisoning.by.agents.primarily.affecting.the.cardiovascular.system,0,0,1,1,972,Poisoning by agents primarily affecting the cardiovascular system
Cardiac.rhythm.regulators.causing.adverse.effects.in.therapeutic.use,0,0,0,0,972.1,Cardiac rhythm regulators causing adverse effects in therapeutic use
Antilipemic.and.antiarteriosclerotic.drugs.causing.adverse.effects.in.therapeutic.use,0,0,0,0,972.2,Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use
Antihypertensive.agents.causing.adverse.effects,0,0,0,0,972.6,Antihypertensive agents causing adverse effects
Poisoning.by.agents.primarily.affecting.the.gastrointestinal.system,0,0,0,0,973,Poisoning by agents primarily affecting the gastrointestinal system
Poisoning.by.water..mineral..and.uric.acid.metabolism.drugs,2,0,1,3,974,"Poisoning by water, mineral, and uric acid metabolism drugs"
Poisoning.by.agents.primarily.acting.on.the.smooth.and.skeletal.muscles.and.respiratory.system,0,0,0,0,975,Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system
Poisoning.by.agents.primarily.affecting.skin...mucous.membrane..ophthalmological..otorhinolaryngological....dental.drugs,0,0,0,0,976,"Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs"
Adverse.drug.events.and.drug.allergies,0,0,1,1,979,Adverse drug events and drug allergies
Toxic.effect.of..non.ethyl..alcohol.and.petroleum.and.other.solvents,0,0,0,0,981,Toxic effect of (non-ethyl) alcohol and petroleum and other solvents
Toxic.effect.of.corrosive.aromatics..acids..and.caustic.alkalis,0,0,0,0,983,"Toxic effect of corrosive aromatics, acids, and caustic alkalis"
Toxic.effect.of.lead.and.its.compounds..including.fumes.,0,0,0,0,984,Toxic effect of lead and its compounds (including fumes)
Toxic.effect.of.other.metals,0,0,0,0,985,Toxic effect of other metals
Toxic.effect.of.carbon.monoxide,0,0,0,0,986,Toxic effect of carbon monoxide
Toxic.effect.of.other.gases..fumes..or.vapors,0,0,0,0,987,"Toxic effect of other gases, fumes, or vapors"
Toxic.effect.of.noxious.substances.eaten.as.food,0,0,0,0,988,Toxic effect of noxious substances eaten as food
Toxic.effect.of.other.substances..chiefly.nonmedicinal.as.to.source,0,0,0,0,989,"Toxic effect of other substances, chiefly nonmedicinal as to source"
Effects.radiation.NOS,2,2,0,4,990,Effects radiation NOS
Systemic.inflammatory.response.syndrome..SIRS.,0,1,1,2,994.1,Systemic inflammatory response syndrome (SIRS)
Sepsis,3,3,2,8,994.2,Sepsis
Septic.shock,3,1,3,7,994.21,Septic shock
Burns,0,0,0,0,1000,Burns
Foreign.body.injury,0,0,1,1,1001,Foreign body injury
Symptoms.concerning.nutrition..metabolism..and.development,3,3,3,9,1002,"Symptoms concerning nutrition, metabolism, and development"
Other.signs.and.symptoms.involving.emotional.state,0,0,1,1,1004,Other signs and symptoms involving emotional state
Other.symptoms,1,3,3,7,1005,Other symptoms
Crushing.injury,0,0,0,0,1006,Crushing injury
Injury.to.blood.vessels,0,0,0,0,1007,Injury to blood vessels
Crushing.or.internal.injury.to.organs,0,0,1,1,1008,Crushing or internal injury to organs
Injury..NOS,2,3,3,8,1009,"Injury, NOS"
Other.tests,0,1,3,4,1010,Other tests
Complications.of.surgical.and.medical.procedures,1,3,1,5,1011,Complications of surgical and medical procedures
Late.effect,0,0,1,1,1012,Late effect
Effects.of.heat..cold.and.air.pressure,0,0,0,0,1014,"Effects of heat, cold and air pressure"
Effects.of.other.external.causes,0,0,1,1,1015,Effects of other external causes
Other.ill.defined.and.unknown.causes.of.morbidity.and.mortality,0,1,3,4,1019,Other ill-defined and unknown causes of morbidity and mortality
ambulatory_visit,3,3,3,9,NA,NA
chemo,3,3,3,9,NA,NA
emergency_visit,3,3,3,9,NA,NA
Hispanic,0,0,3,3,NA,NA
hypertension,3,3,3,9,NA,NA
inpatient_visit,3,3,3,9,NA,NA
Male,3,3,3,9,NA,NA
Race_Asian,1,3,3,7,NA,NA
Race_Black,3,3,3,9,NA,NA
Race_Other,2,2,1,5,NA,NA
Race_White,2,2,3,7,NA,NA
X,3,3,3,9,NA,NA
